filename,covid,pneumonia,normal
mixup_00000.png,0.06269201594130347,0.9373079840586965,0.0
mixup_00001.png,0.0032087731076918535,0.9967912268923081,0.0
mixup_00002.png,0.0,0.0,1.0
mixup_00003.png,0.0,1.0,0.0
mixup_00004.png,0.0,0.0,1.0
mixup_00005.png,0.0022434206797277145,0.0,0.9977565793202723
mixup_00006.png,0.0,0.0,1.0
mixup_00007.png,0.7299693182581328,0.2700306817418672,0.0
mixup_00008.png,0.0,0.0,1.0
mixup_00009.png,0.999182749345292,0.0,0.000817250654707922
mixup_00010.png,0.0,0.0,1.0
mixup_00011.png,0.0,0.0,1.0
mixup_00012.png,0.04042767326885577,0.9595723267311442,0.0
mixup_00013.png,0.000911218840261533,0.9990887811597384,0.0
mixup_00014.png,0.9999980656180103,1.9343819896988634e-06,0.0
mixup_00015.png,0.0,0.8969368171613754,0.10306318283862463
mixup_00016.png,0.0,0.25774399009713245,0.7422560099028676
mixup_00017.png,0.0,0.007804273697566592,0.9921957263024334
mixup_00018.png,0.2292455684102126,0.0,0.7707544315897874
mixup_00019.png,0.0,1.0,0.0
mixup_00020.png,0.027074335931822957,0.972925664068177,0.0
mixup_00021.png,0.0,1.0,0.0
mixup_00022.png,0.9944299205577585,0.0,0.005570079442241527
mixup_00023.png,0.0,1.0,0.0
mixup_00024.png,0.0,0.34866663181006785,0.6513333681899321
mixup_00025.png,0.0,0.0,1.0
mixup_00026.png,0.006194832109766013,0.0,0.993805167890234
mixup_00027.png,0.959068211261215,0.040931788738785,0.0
mixup_00028.png,0.0,0.0,1.0
mixup_00029.png,0.0,0.0,1.0
mixup_00030.png,0.0,0.2616089005750635,0.7383910994249365
mixup_00031.png,0.3268556876974489,0.0,0.6731443123025511
mixup_00032.png,0.0,1.0,0.0
mixup_00033.png,0.0,0.0,1.0
mixup_00034.png,0.0,1.0,0.0
mixup_00035.png,0.2594300244084494,0.7405699755915506,0.0
mixup_00036.png,0.0,0.2694456331628183,0.7305543668371817
mixup_00037.png,0.0,1.0,0.0
mixup_00038.png,1.0,0.0,0.0
mixup_00039.png,0.0,0.0,1.0
mixup_00040.png,0.005381466817046589,0.0,0.9946185331829535
mixup_00041.png,0.8604722959578228,0.0,0.13952770404217715
mixup_00042.png,0.36291219873672287,0.6370878012632771,0.0
mixup_00043.png,0.365564903417018,0.0,0.634435096582982
mixup_00044.png,0.8721486416736864,0.12785135832631356,0.0
mixup_00045.png,1.0,0.0,0.0
mixup_00046.png,0.0,0.00536259734096689,0.9946374026590331
mixup_00047.png,1.0,0.0,0.0
mixup_00048.png,0.0,1.0,0.0
mixup_00049.png,0.0,1.0,0.0
mixup_00050.png,0.0,0.417139670355932,0.582860329644068
mixup_00051.png,0.9272685934484205,0.0727314065515795,0.0
mixup_00052.png,0.04011655663073819,0.0,0.9598834433692618
mixup_00053.png,0.0,0.9884883775312503,0.011511622468749677
mixup_00054.png,0.8880156378852895,0.0,0.11198436211471052
mixup_00055.png,0.743184602646773,0.0,0.256815397353227
mixup_00056.png,0.05061707344814234,0.9493829265518576,0.0
mixup_00057.png,1.0,0.0,0.0
mixup_00058.png,0.0,1.0,0.0
mixup_00059.png,0.8260604278708114,0.17393957212918865,0.0
mixup_00060.png,0.01240315031135053,0.9875968496886495,0.0
mixup_00061.png,0.0,0.0,1.0
mixup_00062.png,0.9430830390299882,0.0,0.056916960970011754
mixup_00063.png,0.0,1.0,0.0
mixup_00064.png,0.05111354915724574,0.9488864508427542,0.0
mixup_00065.png,0.0,0.0,1.0
mixup_00066.png,0.0,1.0,0.0
mixup_00067.png,1.0,0.0,0.0
mixup_00068.png,4.4432948460459976e-05,0.0,0.9999555670515395
mixup_00069.png,0.0,0.0,1.0
mixup_00070.png,0.0,0.03421253263955797,0.9657874673604421
mixup_00071.png,0.0,0.0,1.0
mixup_00072.png,0.0,1.0,0.0
mixup_00073.png,1.0,0.0,0.0
mixup_00074.png,1.0,0.0,0.0
mixup_00075.png,0.47439594215481035,0.5256040578451897,0.0
mixup_00076.png,1.0,0.0,0.0
mixup_00077.png,0.8018108501727762,0.19818914982722383,0.0
mixup_00078.png,0.0,0.8851155695012809,0.11488443049871912
mixup_00079.png,1.0,0.0,0.0
mixup_00080.png,1.0,0.0,0.0
mixup_00081.png,0.0,0.0,1.0
mixup_00082.png,1.0,0.0,0.0
mixup_00083.png,0.4305509058816913,0.0,0.5694490941183087
mixup_00084.png,0.24773837365370144,0.0,0.7522616263462986
mixup_00085.png,0.0,0.0,1.0
mixup_00086.png,0.0,0.00011491273147708364,0.9998850872685229
mixup_00087.png,0.0,0.963823546846983,0.036176453153016985
mixup_00088.png,0.026625778902714003,0.0,0.973374221097286
mixup_00089.png,0.0,1.0,0.0
mixup_00090.png,0.0,0.0,1.0
mixup_00091.png,1.0,0.0,0.0
mixup_00092.png,0.0,1.0,0.0
mixup_00093.png,0.2605782210390395,0.0,0.7394217789609605
mixup_00094.png,0.01907847907159714,0.0,0.9809215209284029
mixup_00095.png,1.0,0.0,0.0
mixup_00096.png,0.0,0.0,1.0
mixup_00097.png,0.0,1.0,0.0
mixup_00098.png,0.752787397981156,0.0,0.24721260201884396
mixup_00099.png,0.0,1.0,0.0
mixup_00100.png,0.0,1.0,0.0
mixup_00101.png,1.0,0.0,0.0
mixup_00102.png,0.0,1.0,0.0
mixup_00103.png,0.0,0.3965349984232359,0.6034650015767641
mixup_00104.png,1.0,0.0,0.0
mixup_00105.png,0.0,1.0,0.0
mixup_00106.png,0.8917173069952868,0.0,0.10828269300471316
mixup_00107.png,1.0,0.0,0.0
mixup_00108.png,0.0,0.0,1.0
mixup_00109.png,0.5880123833615352,0.41198761663846484,0.0
mixup_00110.png,0.0,0.19502091553859674,0.8049790844614033
mixup_00111.png,0.0,1.0,0.0
mixup_00112.png,0.0,0.0,1.0
mixup_00113.png,0.0,0.0306416291364511,0.9693583708635489
mixup_00114.png,0.0,0.0,1.0
mixup_00115.png,4.915762052970507e-08,0.0,0.9999999508423795
mixup_00116.png,0.03654455114657342,0.9634554488534266,0.0
mixup_00117.png,0.0,0.5263425994049125,0.47365740059508754
mixup_00118.png,1.0,0.0,0.0
mixup_00119.png,0.0,0.40705219910405566,0.5929478008959443
mixup_00120.png,0.00023868628678732048,0.9997613137132126,0.0
mixup_00121.png,0.0,1.0,0.0
mixup_00122.png,0.0,1.0,0.0
mixup_00123.png,0.8938222526718153,0.10617774732818475,0.0
mixup_00124.png,0.0,0.0,1.0
mixup_00125.png,0.0,0.0,1.0
mixup_00126.png,0.9927836528508901,0.0,0.007216347149109903
mixup_00127.png,0.0,0.7793668655403538,0.22063313445964616
mixup_00128.png,0.0,0.9552135422712016,0.04478645772879841
mixup_00129.png,0.0,0.7445615339138083,0.2554384660861917
mixup_00130.png,0.0,0.45706238670413696,0.542937613295863
mixup_00131.png,0.0,1.0,0.0
mixup_00132.png,0.0,1.0,0.0
mixup_00133.png,0.0,1.0,0.0
mixup_00134.png,0.0,0.056275439894657775,0.9437245601053422
mixup_00135.png,0.0,0.005322299748806603,0.9946777002511934
mixup_00136.png,0.0,1.0,0.0
mixup_00137.png,0.0,1.0,0.0
mixup_00138.png,1.0,0.0,0.0
mixup_00139.png,0.0,0.9827879917835688,0.017212008216431207
mixup_00140.png,0.7127343692383882,0.0,0.2872656307616118
mixup_00141.png,1.0,0.0,0.0
mixup_00142.png,0.499029476584799,0.0,0.500970523415201
mixup_00143.png,0.0,0.0,1.0
mixup_00144.png,0.8509105830782001,0.0,0.1490894169217999
mixup_00145.png,0.3473437787836492,0.6526562212163508,0.0
mixup_00146.png,0.40741367625282005,0.0,0.59258632374718
mixup_00147.png,0.9760415926731433,0.0,0.023958407326856723
mixup_00148.png,0.0,0.09539198907663718,0.9046080109233628
mixup_00149.png,1.0,0.0,0.0
mixup_00150.png,0.00023753618105371022,0.9997624638189463,0.0
mixup_00151.png,0.9585207006684324,0.0,0.04147929933156759
mixup_00152.png,0.0,0.8495152640455003,0.1504847359544997
mixup_00153.png,1.0,0.0,0.0
mixup_00154.png,0.0015922610337213428,0.9984077389662787,0.0
mixup_00155.png,1.0,0.0,0.0
mixup_00156.png,0.0,0.9351002130676294,0.06489978693237064
mixup_00157.png,1.0,0.0,0.0
mixup_00158.png,1.0,0.0,0.0
mixup_00159.png,0.0,1.0,0.0
mixup_00160.png,0.0,1.0,0.0
mixup_00161.png,1.0,0.0,0.0
mixup_00162.png,1.0,0.0,0.0
mixup_00163.png,0.0,1.0,0.0
mixup_00164.png,0.0,1.0,0.0
mixup_00165.png,0.0,0.0,1.0
mixup_00166.png,0.800970820261815,0.19902917973818499,0.0
mixup_00167.png,0.0,0.0,1.0
mixup_00168.png,0.0,1.0,0.0
mixup_00169.png,0.3398202294156037,0.6601797705843964,0.0
mixup_00170.png,0.0,1.0,0.0
mixup_00171.png,1.0,0.0,0.0
mixup_00172.png,0.7477712823427838,0.0,0.2522287176572162
mixup_00173.png,0.9969297957539609,0.003070204246039094,0.0
mixup_00174.png,0.7621304042154914,0.23786959578450864,0.0
mixup_00175.png,0.0,0.09599905552103627,0.9040009444789637
mixup_00176.png,0.0,0.0,1.0
